status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,tuid,high,,35,35,A-036,A-036,,,046ad2e683c96121,046ad2e683c96121,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,36,36,A-037,A-037,,,86f18a6a00c0daf6,86f18a6a00c0daf6,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,37,37,A-038,A-038,,,872e1bad5d7f07fa,872e1bad5d7f07fa,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,38,38,A-039,A-039,,,ae9de41cb06f714b,ae9de41cb06f714b,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,39,39,A-040,A-040,,,16c817239fa87de0,16c817239fa87de0,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,40,40,A-041,A-041,,,229f965e38489484,229f965e38489484,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,41,41,A-042,A-042,,,e9f6b56177c2fbe9,e9f6b56177c2fbe9,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,42,42,A-043,A-043,,,ecddb56195faf9e3,ecddb56195faf9e3,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,43,43,A-044,A-044,,,24710d7d43279c55,24710d7d43279c55,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,44,44,A-045,A-045,,,c339431d61c7eaf2,c339431d61c7eaf2,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,45,45,A-046,A-046,,,e2f1809f7585d57e,e2f1809f7585d57e,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,46,46,A-047,A-047,,,5c7abb09aed6db6b,5c7abb09aed6db6b,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,47,47,A-048,A-048,,,fde43229544b7d1f,fde43229544b7d1f,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,48,48,A-049,A-049,,,62ad6936122cffd8,62ad6936122cffd8,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,49,49,A-066,A-066,,,945d33ae756479fa,945d33ae756479fa,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,50,50,A-051,A-051,,,eda224a31815d43b,eda224a31815d43b,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,51,51,A-052,A-052,,,45289f16b7672579,45289f16b7672579,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,52,52,A-053,A-053,,,a3bc3dc4df15e853,a3bc3dc4df15e853,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,53,53,A-054,A-054,,,bc070fe9a55388c6,bc070fe9a55388c6,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,54,54,A-055,A-055,,,98eb184abc6528fe,98eb184abc6528fe,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,55,55,A-056,A-056,,,7f1fc9116d075620,7f1fc9116d075620,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,56,56,A-057,A-057,,,299bb73aa4baf2e1,299bb73aa4baf2e1,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,57,57,A-058,A-058,,,29239829c3c7fd49,29239829c3c7fd49,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,58,58,A-059,A-059,,,cbddccfaff87b82e,cbddccfaff87b82e,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,59,59,A-060,A-060,,,35b58e77fd916f7f,35b58e77fd916f7f,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,60,60,A-061,A-061,,,41cdd1d7aa8c6999,41cdd1d7aa8c6999,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,61,61,A-062,A-062,,,1b143c189328d454,1b143c189328d454,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,62,62,A-063,A-063,,,ff9ef6e2787040cd,ff9ef6e2787040cd,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,63,63,A-064,A-064,,,d6e9af2e2688ea9b,d6e9af2e2688ea9b,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,64,64,A-065,A-065,,,8b43208b6b02924d,8b43208b6b02924d,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,65,65,A-067,A-067,,,72a6a2cb15374f2d,72a6a2cb15374f2d,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,66,66,A-068,A-068,,,47362d770119d42f,47362d770119d42f,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,67,67,A-069,A-069,,,384bf807788a86e1,384bf807788a86e1,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,68,68,A-070,A-070,,,590937308df581c6,590937308df581c6,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,69,69,A-071,A-071,,,2d470511285d3d02,2d470511285d3d02,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,70,70,A-072,A-072,,,c954799b0a0f6b4a,c954799b0a0f6b4a,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,71,71,A-073,A-073,,,7798e5746677e3e2,7798e5746677e3e2,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,72,72,A-074,A-074,,,e75c607de29381fe,e75c607de29381fe,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,73,73,A-075,A-075,,,b04771f7b24e6f0e,b04771f7b24e6f0e,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,74,74,A-076,A-076,,,44645972e5b37145,44645972e5b37145,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,75,75,A-077,A-077,,,7db25e9beb586885,7db25e9beb586885,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,76,76,A-078,A-078,,,f1b0be93786d4ef6,f1b0be93786d4ef6,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,77,77,A-079,A-079,,,ad29b57baa881a4a,ad29b57baa881a4a,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,78,78,A-080,A-080,,,f5e4b1a40a7ac218,f5e4b1a40a7ac218,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,79,79,A-081,A-081,,,ae63b8a30cd895e2,ae63b8a30cd895e2,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,80,80,A-082,A-082,,,e2f311a3facb45bf,e2f311a3facb45bf,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,81,81,A-083,A-083,,,6213970fdbc3c5f0,6213970fdbc3c5f0,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,82,82,A-084,A-084,,,46cafaba61c23e36,46cafaba61c23e36,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,tuid,high,,83,83,A-085,A-085,,,4548ad59b73cbb71,4548ad59b73cbb71,0,0,0,,,en-ca;fr-ca,en-ca;fr-ca,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
