status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,16,16,A-017,6hyKLZ4BfLc99Jc48okM,Y,,c6185d12ba9ea752,c6185d12ba9ea752,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,17,17,A-018,6xyKLZ4BfLc99Jc48okM,Y,,2a205804ddc4af19,2a205804ddc4af19,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,18,18,A-019,7ByKLZ4BfLc99Jc48okM,Y,,0bd4e816b9b9021b,0bd4e816b9b9021b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,19,19,A-020,7RyKLZ4BfLc99Jc48okM,Y,,ce3471dc3601a45a,ce3471dc3601a45a,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,20,20,A-021,7hyKLZ4BfLc99Jc48okM,Y,,e9fe06cbc402806d,e9fe06cbc402806d,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,21,21,A-022,7xyKLZ4BfLc99Jc48okM,Y,,923c42cfd887f48f,923c42cfd887f48f,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,22,22,A-023,8ByKLZ4BfLc99Jc48okM,Y,,9b5a2bf0773ae75d,9b5a2bf0773ae75d,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,23,23,A-024,8RyKLZ4BfLc99Jc48okM,Y,,2a5ddc6848edc158,2a5ddc6848edc158,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,24,24,A-025,8hyKLZ4BfLc99Jc48okM,Y,,0d6dda6fec9d0db4,0d6dda6fec9d0db4,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,25,25,A-026,8xyKLZ4BfLc99Jc48okM,Y,,e048665e5638094c,e048665e5638094c,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,26,26,A-027,9ByKLZ4BfLc99Jc48okM,Y,,da9e4ba2ba3383a0,da9e4ba2ba3383a0,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,27,27,A-028,9RyKLZ4BfLc99Jc48okM,Y,,3a9e24db8d37dcff,3a9e24db8d37dcff,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,28,28,A-029,9hyKLZ4BfLc99Jc48okM,Y,,e6fe7832b16f68f7,e6fe7832b16f68f7,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,29,29,A-030,9xyKLZ4BfLc99Jc48okM,Y,,d5482d04d81eac7b,d5482d04d81eac7b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,30,30,A-031,-ByKLZ4BfLc99Jc48okM,Y,,d6ca62aabb3b31e1,d6ca62aabb3b31e1,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,31,31,A-032,-RyKLZ4BfLc99Jc48okM,Y,,c8f61b18c9f56d9c,c8f61b18c9f56d9c,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,32,32,A-033,-hyKLZ4BfLc99Jc48okM,Y,,d1d1ac9c18fab9a6,d1d1ac9c18fab9a6,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,33,33,A-034,-xyKLZ4BfLc99Jc48okM,Y,,c8038e19470f11aa,c8038e19470f11aa,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,34,34,A-035,_ByKLZ4BfLc99Jc48okM,Y,,180878fb7309889d,180878fb7309889d,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,35,35,A-036,_RyKLZ4BfLc99Jc48okM,Y,,046ad2e683c96121,046ad2e683c96121,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,36,36,A-037,_hyKLZ4BfLc99Jc48okM,Y,,86f18a6a00c0daf6,86f18a6a00c0daf6,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,37,37,A-038,_xyKLZ4BfLc99Jc48okM,Y,,872e1bad5d7f07fa,872e1bad5d7f07fa,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,38,38,A-039,AByKLZ4BfLc99Jc48ooM,Y,,ae9de41cb06f714b,ae9de41cb06f714b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,39,39,A-040,ARyKLZ4BfLc99Jc48ooM,Y,,16c817239fa87de0,16c817239fa87de0,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,40,40,A-041,AhyKLZ4BfLc99Jc48ooM,Y,,229f965e38489484,229f965e38489484,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,41,41,A-042,AxyKLZ4BfLc99Jc48ooM,Y,,e9f6b56177c2fbe9,e9f6b56177c2fbe9,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,42,42,A-043,BByKLZ4BfLc99Jc48ooM,Y,,ecddb56195faf9e3,ecddb56195faf9e3,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,43,43,A-044,BRyKLZ4BfLc99Jc48ooM,Y,,24710d7d43279c55,24710d7d43279c55,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,44,44,A-045,BhyKLZ4BfLc99Jc48ooM,Y,,c339431d61c7eaf2,c339431d61c7eaf2,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,45,45,A-046,BxyKLZ4BfLc99Jc48ooM,Y,,e2f1809f7585d57e,e2f1809f7585d57e,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,46,46,A-047,CByKLZ4BfLc99Jc48ooM,Y,,5c7abb09aed6db6b,5c7abb09aed6db6b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,47,47,A-048,CRyKLZ4BfLc99Jc48ooM,Y,,fde43229544b7d1f,fde43229544b7d1f,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,48,48,A-049,ChyKLZ4BfLc99Jc48ooM,Y,,62ad6936122cffd8,62ad6936122cffd8,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,49,49,A-066,CxyKLZ4BfLc99Jc48ooM,Y,,945d33ae756479fa,945d33ae756479fa,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,50,50,A-051,DByKLZ4BfLc99Jc48ooM,Y,,eda224a31815d43b,eda224a31815d43b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,51,51,A-052,DRyKLZ4BfLc99Jc48ooM,Y,,45289f16b7672579,45289f16b7672579,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,52,52,A-053,DhyKLZ4BfLc99Jc48ooM,Y,,a3bc3dc4df15e853,a3bc3dc4df15e853,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,53,53,A-054,DxyKLZ4BfLc99Jc48ooM,Y,,bc070fe9a55388c6,bc070fe9a55388c6,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,54,54,A-055,EByKLZ4BfLc99Jc48ooM,Y,,98eb184abc6528fe,98eb184abc6528fe,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,55,55,A-056,ERyKLZ4BfLc99Jc48ooM,Y,,7f1fc9116d075620,7f1fc9116d075620,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,56,56,A-057,EhyKLZ4BfLc99Jc48ooM,Y,,299bb73aa4baf2e1,299bb73aa4baf2e1,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,57,57,A-058,ExyKLZ4BfLc99Jc48ooM,Y,,29239829c3c7fd49,29239829c3c7fd49,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,58,58,A-059,FByKLZ4BfLc99Jc48ooM,Y,,cbddccfaff87b82e,cbddccfaff87b82e,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,59,59,A-060,FRyKLZ4BfLc99Jc48ooM,Y,,35b58e77fd916f7f,35b58e77fd916f7f,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,60,60,A-061,FhyKLZ4BfLc99Jc48ooN,Y,,41cdd1d7aa8c6999,41cdd1d7aa8c6999,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,61,61,A-062,FxyKLZ4BfLc99Jc48ooN,Y,,1b143c189328d454,1b143c189328d454,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,62,62,A-063,GByKLZ4BfLc99Jc48ooN,Y,,ff9ef6e2787040cd,ff9ef6e2787040cd,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,63,63,A-064,GRyKLZ4BfLc99Jc48ooN,Y,,d6e9af2e2688ea9b,d6e9af2e2688ea9b,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,64,64,A-065,GhyKLZ4BfLc99Jc48ooN,Y,,8b43208b6b02924d,8b43208b6b02924d,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,65,65,A-067,GxyKLZ4BfLc99Jc48ooN,Y,,72a6a2cb15374f2d,72a6a2cb15374f2d,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,66,66,A-068,HByKLZ4BfLc99Jc48ooN,Y,,47362d770119d42f,47362d770119d42f,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,67,67,A-069,HRyKLZ4BfLc99Jc48ooN,Y,,384bf807788a86e1,384bf807788a86e1,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,68,68,A-070,HhyKLZ4BfLc99Jc48ooN,Y,,590937308df581c6,590937308df581c6,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,69,69,A-071,HxyKLZ4BfLc99Jc48ooN,Y,,2d470511285d3d02,2d470511285d3d02,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,70,70,A-072,IByKLZ4BfLc99Jc48ooN,Y,,c954799b0a0f6b4a,c954799b0a0f6b4a,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,71,71,A-073,IRyKLZ4BfLc99Jc48ooN,Y,,7798e5746677e3e2,7798e5746677e3e2,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,72,72,A-074,IhyKLZ4BfLc99Jc48ooN,Y,,e75c607de29381fe,e75c607de29381fe,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,73,73,A-075,IxyKLZ4BfLc99Jc48ooN,Y,,b04771f7b24e6f0e,b04771f7b24e6f0e,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,74,74,A-076,JByKLZ4BfLc99Jc48ooN,Y,,44645972e5b37145,44645972e5b37145,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,75,75,A-077,JRyKLZ4BfLc99Jc48ooN,Y,,7db25e9beb586885,7db25e9beb586885,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,76,76,A-078,JhyKLZ4BfLc99Jc48ooN,Y,,f1b0be93786d4ef6,f1b0be93786d4ef6,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,77,77,A-079,JxyKLZ4BfLc99Jc48ooN,Y,,ad29b57baa881a4a,ad29b57baa881a4a,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,78,78,A-080,KByKLZ4BfLc99Jc48ooN,Y,,f5e4b1a40a7ac218,f5e4b1a40a7ac218,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,79,79,A-081,KRyKLZ4BfLc99Jc48ooN,Y,,ae63b8a30cd895e2,ae63b8a30cd895e2,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,80,80,A-082,KhyKLZ4BfLc99Jc48ooN,Y,,e2f311a3facb45bf,e2f311a3facb45bf,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,81,81,A-083,KxyKLZ4BfLc99Jc48ooN,Y,,6213970fdbc3c5f0,6213970fdbc3c5f0,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,82,82,A-084,LByKLZ4BfLc99Jc48ooN,Y,,46cafaba61c23e36,46cafaba61c23e36,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,83,83,A-085,LRyKLZ4BfLc99Jc48ooN,Y,,4548ad59b73cbb71,4548ad59b73cbb71,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,84,84,A-086,LhyKLZ4BfLc99Jc48ooN,Y,,688e9d4fd259d6a9,688e9d4fd259d6a9,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,85,85,A-087,LxyKLZ4BfLc99Jc48ooN,Y,,0b331c0ac43a1811,0b331c0ac43a1811,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,86,86,A-088,MByKLZ4BfLc99Jc48ooN,Y,,eba7eebf610602d0,eba7eebf610602d0,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,87,87,A-089,MRyKLZ4BfLc99Jc48ooN,Y,,a0526d2e9282f9a9,a0526d2e9282f9a9,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,88,88,A-090,MhyKLZ4BfLc99Jc48ooN,Y,,98d219f10bd7ceb7,98d219f10bd7ceb7,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,89,89,A-091,MxyKLZ4BfLc99Jc48ooN,Y,,4cc39dccef9bce0c,4cc39dccef9bce0c,0,0,0,,,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
